sku,title,brand,condition,gender,category,ebay Category,ebay Category Code,consignmentId,upc,rrp,buyItNowPrice,quantity,size,title Size,description Label,notes,additional Condition Remark,price,label size different from the mesaurment and fit,featureType,fabric Fit Type,item Type,style,feature1,feature2,feature3,feature4,feature5,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,accent1,accent2,accent3,accent4,accent5,colour,model,pattern,material,type,closure,fit,other Material,fabric Type,neckline,sleeve Length,armpit to armpit (inches),armpit to cuff (inches),chest Size ,circumference (inches),collar to hem (inches),eu Shoe Size,heel Height (inches),height (inches),length (inches),rise (inches),sole Length,uk Shoe Size,us Shoe Size,waist (inches),width (inches),createdAt
TN020424001 ,KAPPA Mens Graphic Hoodie Jumper Large Black Cotton ,Kappa,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Hoodies & Sweats,155183,,,,,1,L,Large,L,,,32.95,NO,,Graphic,Hoodie Jumper,,Hooded,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-08-58-54-0051.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-08-58-54-0051_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-08-58-54-0051_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-08-59-18-0052.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-08-59-18-0052_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-08-59-18-0052_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-08-59-37-0053.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-08-59-52-0054.jpeg,,,Logo,,,,,Black,,,Cotton,Graphic Hoodie Jumper,Pullover,Regular,Polyester,Jersey,Round Neck,Long Sleeve,23,17,,,24,,,,,,,,,,,2024-04-02T08:00:40.2468001
TN020424002 ,NFL Mens Rams Graphic T-Shirt Top XL Blue Polyester ,NFL,"New: the item is in brand new condition, unworn and flawless",Mens,Clothing,T-Shirts,15687,,,,,1,XL,XL,xl,,,19.95,NO,,,Graphic T-Shirt Top,,Collarless,Comfort,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-01-12-0056.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-01-12-0056_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-01-12-0056_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-01-32-0057.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-01-32-0057_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-01-32-0057_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-01-50-0058.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-02-09-0059.jpeg,,,Logo,,,,,Blue,Rams,,Polyester,Graphic T-Shirt Top,Pullover,Regular,,Microfibre,Round Neck,Short Sleeve,26,,,,29,,,,,,,,,,,2024-04-02T08:03:28.0015729
TN020424003 ,RUSSELL ATHLETIC Mens Graphic T-Shirt Top Medium Grey Polyester ,Russell Athletic,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,M,Medium,m,,,19.95,NO,,,Graphic T-Shirt Top,,Collarless,Comfort,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-04-53-0061.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-04-53-0061_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-04-53-0061_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-05-09-0062.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-05-09-0062_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-05-09-0062_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-05-23-0063.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-08-23-0064.jpeg,,,Logo,,,,,Grey,,,Polyester,Graphic T-Shirt Top,Pullover,Regular,Cotton,Microfibre,Round Neck,Short Sleeve,20,,,,27,,,,,,,,,,,2024-04-02T08:09:03.9776249
TN020424004 ,"AUSTRALIAN L'ALPINA Mens Graphic T-Shirt Top Medium Grey Cotton ","AUSTRALIAN L'ALPINA",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,M,Medium,m,,Light marks on chest.,19.95,NO,,,Graphic T-Shirt Top,,Comfort,Collarless,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-09-48-0066.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-09-48-0066_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-09-48-0066_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-10-03-0067.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-10-03-0067_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-10-03-0067_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-10-22-0068.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-10-42-0069.jpeg,,,Logo,,,,,Grey,,,Cotton,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,22,,,,26,,,,,,,,,,,2024-04-02T08:11:27.6920117
TN020424005 ,CHAMPION Mens Zip Hoodie Sweater Medium Black Cotton ,Champion,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Hoodies & Sweats,155183,,,,,1,M,Medium,m,,"Faded colour all over, bobbling material and  missing hood string.",26.95,NO,,,Zip Hoodie Sweater,,Pockets,Hooded,Full Zip,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-13-38-0071.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-13-38-0071_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-13-38-0071_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-14-09-0072.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-14-09-0072_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-14-09-0072_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-14-42-0073.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-15-03-0074.jpeg,,,Logo,,,,,Black,,,Cotton,Zip Hoodie Sweater,Zip,Regular,Polyester,Jersey,Round Neck,Long Sleeve,23,20,,,26,,,,,,,,,,,2024-04-02T08:16:01.7183691
TN020424006 ,CHAMPION Mens Tracksuit Top Jacket Large Black Polyester ,Champion,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Jackets,185702,,,,,1,L,Large,L,,Mark on the right sleeve.,29.95,NO,,,Tracksuit Top Jacket,,Full Zip,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-16-41-0076.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-16-41-0076_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-16-41-0076_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-17-01-0077.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-17-01-0077_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-17-01-0077_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-17-33-0078.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-17-54-0079.jpeg,,,Logo,,,,,Black,,,Polyester,Tracksuit Top Jacket,Zip,Relaxed,,Microfibre,High Neck,Long Sleeve,26,22,,,27,,,,,,,,,,,2024-04-02T08:18:43.1138216
TN020424007 ,CHAMPION Mens Graphic T-Shirt Top Large Orange Cotton ,Champion,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,L,Large,L,,,19.95,NO,,,Graphic T-Shirt Top,,Collarless,Comfort,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-19-16-0081.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-19-16-0081_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-19-16-0081_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-19-31-0082.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-19-31-0082_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-19-31-0082_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-19-48-0083.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-20-00-0084.jpeg,,,Logo,,,,,Orange,,,Cotton,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,23,,,,26,,,,,,,,,,,2024-04-02T08:20:36.0424321
TN020424008 ,ASICS Mens Graphic Tracksuit Top Jacket Large Navy Blue Polyester ,Asics,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Jackets,185702,,,,,1,L,Large,N/A,navy ,,32.95,NO,,Graphic,Tracksuit Top Jacket,,Comfort,Full Zip,Pockets,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-21-02-0086.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-21-02-0086_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-21-02-0086_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-21-23-0087.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-21-23-0087_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-21-23-0087_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-21-42-0088.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-21-56-0089.jpeg,,,Logo,,,,,Navy Blue,,,Polyester,Graphic Tracksuit Top Jacket,Zip,Regular,,Microfibre,High Neck,Long Sleeve,24,21,,,28,,,,,,,,,,,2024-04-02T08:23:59.6077753
TN020424009 ,ALEX Mens Tracksuit Trousers Joggers Medium Blue Polyamide ,ALEX,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Bottoms,260956,,,,,1,M,Medium,N/A,,,22.95,NO,,,Tracksuit Trousers Joggers,,Lined,Ankle Zip,Elastic Waist,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-24-53-0091.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-24-53-0091_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-24-53-0091_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-25-24-0092.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-25-24-0092_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-25-24-0092_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-25-34-0093.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-25-46-0094.jpeg,,,Logo,,,,,Blue,,,Polyamide,Tracksuit Trousers Joggers,Drawstring,Relaxed,,Microfibre,,,,,,,,,,,30,12,,,,32,,2024-04-02T08:26:43.0628243
TN020424010 ,VINTAGE Mens Straight Cargo Trousers Large W36 L30 Green Camouflage Army ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Trousers,57989,,,,,1,L,Large,L,"b,t ",,22.95,NO,,Straight,Cargo Trousers,Army,Pockets,Ankle Strap,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-27-09-0096.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-27-09-0096_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-27-09-0096_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-27-24-0097.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-27-24-0097_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-27-24-0097_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-27-42-0098.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-28-00-0099.jpeg,,,,,,,,Green,,Camouflage,,Straight Cargo Trousers,Button,Regular,,Woven,,,,,,,,,,,30,11,,,,36,,2024-04-02T08:31:17.871536
TN020424011 ,"LEVI'S Mens Denim Shorts W38 XL Blue Cotton ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shorts,15689,,,,,1,38,Size 38,W38 L00 ,z ,,24.95,NO,,,Denim Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-31-42-0101.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-31-42-0101_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-31-42-0101_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-31-54-0102.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-31-54-0102_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-31-54-0102_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-32-35-0103.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-32-42-0104.jpeg,,,Logo,,,,,Blue,,,Cotton,Denim Shorts,Zip,Regular,,Denim,,,,,,,,,,,9,12,,,,38,,2024-04-02T08:33:34.8191453
TN020424012 ,"LEVI'S Womens Denim Shorts W28 Medium Blue Cotton ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Shorts,11555,,,,,1,28,Size 28,N/A,z ,,24.95,NO,,,Denim Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-34-36-0106.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-34-36-0106_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-34-36-0106_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-34-44-0107.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-34-44-0107_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-34-44-0107_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-34-52-0108.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-34-59-0109.jpeg,,,Logo,,,,,Blue,,,Cotton,Denim Shorts,Zip,Regular,,Denim,,,,,,,,,,,2,8,,,,28,,2024-04-02T08:36:15.9374533
TN020424013 ,TOMMY HILFIGER Womens Denim Shorts UK 6 XS W25 Blue Cotton ,Tommy Hilfiger,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Shorts,11555,,,,,1,6,Size 6,6 ,,,22.95,NO,,,Denim Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-37-43-0111.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-37-43-0111_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-37-43-0111_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-37-52-0112.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-37-52-0112_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-37-52-0112_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-38-00-0113.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-38-07-0114.jpeg,,,Logo,,,,,Blue,,,Cotton,Denim Shorts,Zip,Regular,Spandex,Denim,,,,,,,,,,,1,7,,,,25,,2024-04-02T08:39:35.0267892
TN020424014 ,"LEVI'S Womens Denim Shorts W28 Medium Blue Cotton ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Shorts,11555,,,,,1,28,Size 28,N/A,z ,,24.95,YES,,,Denim Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-41-13-0116.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-41-13-0116_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-41-13-0116_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-41-21-0117.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-41-21-0117_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-41-21-0117_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-41-30-0118.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-41-44-0119.jpeg,,,Logo,,,,,Blue,,,Cotton,Denim Shorts,Zip,Regular,,Denim,,,,,,,,,,,3,9,,,,28,,2024-04-02T08:42:37.4566868
TN020424015 ,"LEVI'S Womens Denim Shorts W30 Medium Blue ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Shorts,11555,,,,,1,30,Size 30,N/A,z ,,24.95,NO,,,Denim Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-44-16-0121.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-44-24-0122.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-44-35-0123.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-44-43-0124.jpeg,,,,,,,Logo,,,,,Blue,,,,Denim Shorts,Zip,Regular,,Denim,,,,,,,,,,,3,8,,,,30,,2024-04-02T08:46:01.1282155
UE020424001 ,VINTAGE Womens Denim Shorts W28 Medium Blue ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Shorts,11555,,,,,1,28,Size 28,N/A,z ,,19.95,NO,,,Denim Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-47-37-0126.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-47-45-0127.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-47-52-0128.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-48-02-0129.jpeg,,,,,,,Logo,,,,,Blue,,,,Denim Shorts,Zip,Regular,,Denim,,,,,,,,,,,3,9,,,,28,,2024-04-02T08:48:46.3363425
UE020424002 ,VINTAGE Womens Flare Casual Trousers W26 L30 Blue ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Trousers,63863,,,,,1,26,Size 26,N/A,"t,b ",,22.95,NO,,Flare,Casual Trousers,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-49-27-0131.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-49-41-0132.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-49-53-0133.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-50-08-0134.jpeg,,,,,,,Logo,,,,,Blue,,,,Flare Casual Trousers,Button,Regular,,Woven,,,,,,,,,,,30,8,,,,26,,2024-04-02T08:51:54.8194695
UE020424003 ,LEE Mens Straight Jeans W36 L30 Blue Cotton ,Lee,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Jeans,11483,,,,,1,36,Size 36,w36 l30 ,"z,j ",,24.95,NO,,,Straight Jeans,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-52-27-0136.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-52-41-0137.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-52-54-0138.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_02-04-2024/Studio 16 02-04-2024-09-53-04-0139.jpeg,,,,,,,Logo,,,,,Blue,,,Cotton,Straight Jeans,Zip,Regular,,Denim,,,,,,,,,,,30,10,,,,36,,2024-04-02T08:53:59.8383201
